,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
1072,Southwest Ohio Regional Transit Authority,DR,PT,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,2219697.0,227896.0,9.74,981780.0,7303477.0,32.0474,4.308
1073,Southwest Ohio Regional Transit Authority,MB,DO,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,80448290.0,14265533.0,5.6393,26621620.0,85884879.0,6.0204,1.8661
1074,Southwest Ohio Regional Transit Authority,SR,PT,Active,Full Reporter,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788.0,1624827.0,262.0,845303.0,2017.0,12.0,2017.0,827853.0,578180.0,1.4318,455323.0,3732465.0,6.4555,0.7875
1075,The Greater Cleveland Regional Transit Authority,DR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,2191517.0,268022.0,8.1766,1119889.0,25900513.0,96.6358,4.1783
1076,The Greater Cleveland Regional Transit Authority,DR,PT,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,2700982.0,325632.0,8.2946,417338.0,9803647.0,30.1065,1.2816
1077,The Greater Cleveland Regional Transit Authority,HR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,37907589.0,5904814.0,6.4198,7313086.0,37031444.0,6.2714,1.2385
1078,The Greater Cleveland Regional Transit Authority,LR,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,12789989.0,2114753.0,6.048,2967087.0,12741916.0,6.0253,1.403
1079,The Greater Cleveland Regional Transit Authority,MB,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,112204045.0,26711874.0,4.2005,30403791.0,163471665.0,6.1198,1.1382
1080,The Greater Cleveland Regional Transit Authority,RB,DO,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,10429796.0,4219838.0,2.4716,4510518.0,6161689.0,1.4602,1.0689
1081,The Greater Cleveland Regional Transit Authority,VP,PT,Active,Full Reporter,Cleveland,OH,25,"Cleveland, OH",772.0,1780673.0,458.0,1412140.0,2017.0,12.0,2017.0,524210.0,17906.0,29.2757,62451.0,36653.0,2.047,3.4877
1082,Central Ohio Transit Authority,DR,PT,Active,Full Reporter,Columbus,OH,36,"Columbus, OH",510.0,1368035.0,324.0,1060666.0,2017.0,12.0,2017.0,3066136.0,287242.0,10.6744,871821.0,9950304.0,34.6408,3.0351
1083,Central Ohio Transit Authority,MB,DO,Active,Full Reporter,Columbus,OH,36,"Columbus, OH",510.0,1368035.0,324.0,1060666.0,2017.0,12.0,2017.0,68304612.0,18401546.0,3.7119,18816434.0,134095530.0,7.2872,1.0225
1084,Greater Dayton Regional Transit Authority,DR,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,1862657.0,194586.0,9.5724,791268.0,15599473.0,80.1675,4.0664
1086,Greater Dayton Regional Transit Authority,MB,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,46809898.0,6944925.0,6.7402,5994070.0,48646246.0,7.0046,0.8631
1088,Greater Dayton Regional Transit Authority,TB,DO,Active,Full Reporter,Dayton,OH,59,"Dayton, OH",351.0,724091.0,274.0,559062.0,2017.0,12.0,2017.0,8019450.0,1932769.0,4.1492,917571.0,9907817.0,5.1262,0.4747
1095,Portage Area Regional Transportation Authority,DR,DO,Active,Full Reporter,Kent,OH,71,"Akron, OH",325.0,569499.0,492.0,161494.0,2017.0,12.0,2017.0,776962.0,89874.0,8.645,282197.0,4028182.0,44.8203,3.1399
1096,Portage Area Regional Transportation Authority,MB,DO,Active,Full Reporter,Kent,OH,71,"Akron, OH",325.0,569499.0,492.0,161494.0,2017.0,12.0,2017.0,3063705.0,1164796.0,2.6303,2402502.0,4786221.0,4.1091,2.0626
1097,Toledo Area Regional Transit Authority,DR,DO,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,2561270.0,252714.0,10.1351,647535.0,6574774.0,26.0167,2.5623
1098,Toledo Area Regional Transit Authority,DR,PT,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,252509.0,46079.0,5.4799,115199.0,1077915.0,23.3928,2.5
1099,Toledo Area Regional Transit Authority,MB,DO,Active,Full Reporter,Toledo,OH,80,"Toledo, OH-MI",240.0,507643.0,140.0,366314.0,2017.0,12.0,2017.0,10667513.0,2534517.0,4.2089,4611934.0,20917335.0,8.253,1.8197
1100,Western Reserve Transit Authority,DR,DO,Active,Full Reporter,Youngstown,OH,97,"Youngstown, OH-PA",241.0,387550.0,216.0,238823.0,2017.0,12.0,2017.0,360652.0,44870.0,8.0377,92644.0,1716348.0,38.2516,2.0647
1101,Western Reserve Transit Authority,MB,DO,Active,Full Reporter,Youngstown,OH,97,"Youngstown, OH-PA",241.0,387550.0,216.0,238823.0,2017.0,12.0,2017.0,6058990.0,1470971.0,4.119,893034.0,8862344.0,6.0248,0.6071
1102,Duluth Transit Authority,DR,PT,Active,Full Reporter,Duluth,MN,260,"Duluth, MN-WI",70.0,120378.0,69.0,102334.0,2017.0,12.0,2017.0,139677.0,30387.0,4.5966,66927.0,925001.0,30.4407,2.2025
1103,Duluth Transit Authority,MB,DO,Active,Full Reporter,Duluth,MN,260,"Duluth, MN-WI",70.0,120378.0,69.0,102334.0,2017.0,12.0,2017.0,10920098.0,2786702.0,3.9186,2433944.0,15680025.0,5.6267,0.8734
1104,"City of Moorhead, DBA: Metropolitan Area Transit",DR,PT,Active,Full Reporter,Moorhead,MN,194,"Fargo, ND-MN",70.0,176676.0,26.0,47061.0,2017.0,12.0,2017.0,42043.0,10907.0,3.8547,61242.0,259924.0,23.8309,5.6149
1105,"City of Moorhead, DBA: Metropolitan Area Transit",MB,PT,Active,Full Reporter,Moorhead,MN,194,"Fargo, ND-MN",70.0,176676.0,26.0,47061.0,2017.0,12.0,2017.0,1741391.0,451854.0,3.8539,312938.0,2139606.0,4.7352,0.6926
1106,Metro Transit,CR,PT,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,19441485.0,793798.0,24.4917,2516900.0,15261800.0,19.2263,3.1707
1107,Metro Transit,LR,DO,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,102035173.0,23810995.0,4.2852,24144349.0,70924094.0,2.9786,1.014
1108,Metro Transit,MB,DO,Active,Full Reporter,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI",1022.0,2650890.0,653.0,1837223.0,2017.0,12.0,2017.0,237929456.0,57322632.0,4.1507,66307058.0,290671637.0,5.0708,1.1567
1109,St. Cloud Metropolitan Transit Commission,CB,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,1379747.0,50305.0,27.4276,83563.0,855407.0,17.0044,1.6611
1110,St. Cloud Metropolitan Transit Commission,DR,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,586813.0,136422.0,4.3015,380355.0,3697826.0,27.1058,2.7881
1111,St. Cloud Metropolitan Transit Commission,MB,DO,Active,Full Reporter,St. Cloud,MN,281,"St. Cloud, MN",50.0,110621.0,29.0,103018.0,2017.0,9.0,2017.0,5383379.0,1754333.0,3.0686,1076494.0,7562188.0,4.3106,0.6136
1112,Bay Metropolitan Transit Authority,DR,DO,Active,Full Reporter,Bay City,MI,390,"Bay City, MI",40.0,70585.0,442.0,106832.0,2017.0,9.0,2017.0,432582.0,48161.0,8.982,77025.0,2713027.0,56.3324,1.5993
1113,Bay Metropolitan Transit Authority,MB,DO,Active,Full Reporter,Bay City,MI,390,"Bay City, MI",40.0,70585.0,442.0,106832.0,2017.0,9.0,2017.0,3382003.0,487472.0,6.9378,638933.0,5573295.0,11.4331,1.3107
1116,Suburban Mobility Authority for Regional Transportation,DR,DO,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,2722158.0,314337.0,8.66,541707.0,18859163.0,59.9966,1.7233
1117,Suburban Mobility Authority for Regional Transportation,DR,PT,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,384652.0,98044.0,3.9233,330535.0,1642692.0,16.7546,3.3713
1118,Suburban Mobility Authority for Regional Transportation,MB,DO,Active,Full Reporter,Detroit,MI,11,"Detroit, MI",1337.0,3734090.0,1074.0,3424477.0,2017.0,6.0,2017.0,67164377.0,8202341.0,8.1884,11148687.0,80885488.0,9.8613,1.3592
1120,Mass Transportation Authority,DR,DO,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,5009662.0,525743.0,9.5287,805127.0,14740623.0,28.0377,1.5314
1121,Mass Transportation Authority,DR,PT,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,113149.0,3615.0,31.2999,8562.0,115176.0,31.8606,2.3685
1122,Mass Transportation Authority,MB,DO,Active,Full Reporter,Flint,MI,106,"Flint, MI",236.0,356218.0,640.0,418408.0,2017.0,9.0,2017.0,29298840.0,4542455.0,6.45,5151778.0,17509971.0,3.8547,1.1341
1123,Interurban Transit Partnership,DR,PT,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,4724517.0,355255.0,13.2989,1037657.0,7625447.0,21.4647,2.9209
1125,Interurban Transit Partnership,MB,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,32209039.0,9760315.0,3.3,8403906.0,32775208.0,3.358,0.861
1126,Interurban Transit Partnership,RB,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,2509691.0,817489.0,3.07,856900.0,2098600.0,2.5671,1.0482
1127,Interurban Transit Partnership,VP,DO,Active,Full Reporter,Grand Rapids,MI,70,"Grand Rapids, MI",281.0,569935.0,155.0,417978.0,2017.0,9.0,2017.0,1741020.0,39911.0,43.6226,147301.0,334030.0,8.3694,3.6907
1128,City of Jackson Transportation Authority,DR,DO,Active,Full Reporter,Jackson,MI,324,"Jackson, MI",58.0,90057.0,702.0,159494.0,2017.0,9.0,2017.0,130384.0,36449.0,3.5772,74450.0,1544801.0,42.3825,2.0426
1130,City of Jackson Transportation Authority,MB,DO,Active,Full Reporter,Jackson,MI,324,"Jackson, MI",58.0,90057.0,702.0,159494.0,2017.0,9.0,2017.0,1399405.0,486263.0,2.8779,348274.0,2532274.0,5.2076,0.7162
1132,Kalamazoo Metro Transit System,DR,PT,Active,Full Reporter,Kalamazoo,MI,173,"Kalamazoo, MI",132.0,209703.0,69.0,209555.0,2017.0,9.0,2017.0,1668230.0,161820.0,10.3092,581514.0,4705793.0,29.0804,3.5936
1133,Kalamazoo Metro Transit System,MB,DO,Active,Full Reporter,Kalamazoo,MI,173,"Kalamazoo, MI",132.0,209703.0,69.0,209555.0,2017.0,9.0,2017.0,10142486.0,2737691.0,3.7048,2630545.0,10978076.0,4.01,0.9609
1135,Capital Area Transportation Authority,DR,DO,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,657051.0,153088.0,4.292,867290.0,6312271.0,41.233,5.6653
1136,Capital Area Transportation Authority,DR,PT,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,2846188.0,348220.0,8.1735,239112.0,7670240.0,22.027,0.6867
1137,Capital Area Transportation Authority,MB,DO,Active,Full Reporter,Lansing,MI,118,"Lansing, MI",158.0,313532.0,136.0,289629.0,2017.0,9.0,2017.0,29753135.0,9740032.0,3.0547,5802218.0,30213694.0,3.102,0.5957
1144,Saginaw Transit Authority Regional Service,DR,DO,Active,Full Reporter,Saginaw,MI,253,"Saginaw, MI",71.0,126265.0,63.0,200169.0,2017.0,9.0,2017.0,0.0,26312.0,0.0,88983.0,1835873.0,69.7732,3.3818
1145,Saginaw Transit Authority Regional Service,MB,DO,Active,Full Reporter,Saginaw,MI,253,"Saginaw, MI",71.0,126265.0,63.0,200169.0,2017.0,9.0,2017.0,0.0,582279.0,0.0,630342.0,4374357.0,7.5125,1.0825
1146,Ann Arbor Area Transportation Authority,CB,DO,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,445342.0,26212.0,16.99,115970.0,281309.0,10.7321,4.4243
1147,Ann Arbor Area Transportation Authority,CB,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,2247623.0,84752.0,26.52,1015255.0,1366918.0,16.1284,11.9791
1149,Ann Arbor Area Transportation Authority,DR,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,1427530.0,212637.0,6.7135,622419.0,6816993.0,32.0593,2.9271
1150,Ann Arbor Area Transportation Authority,DT,PT,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,291463.0,28484.0,10.2325,129055.0,649939.0,22.8177,4.5308
1151,Ann Arbor Area Transportation Authority,MB,DO,Active,Full Reporter,Ann Arbor,MI,125,"Ann Arbor, MI",160.0,306022.0,110.0,228574.0,2017.0,9.0,2017.0,23183887.0,6596905.0,3.5144,4879796.0,29850581.0,4.5249,0.7397
1156,East Chicago Transit,DR,DO,Active,Full Reporter,East Chicago,IN,3,"Chicago, IL-IN",2443.0,8608208.0,11.0,29698.0,2017.0,12.0,2017.0,20376.0,6300.0,3.2343,0.0,336805.0,53.4611,0.0
1157,East Chicago Transit,MB,DO,Active,Full Reporter,East Chicago,IN,3,"Chicago, IL-IN",2443.0,8608208.0,11.0,29698.0,2017.0,12.0,2017.0,841381.0,121148.0,6.9451,0.0,965047.0,7.9659,0.0
1158,Metropolitan Evansville Transit System,DR,DO,Active,Full Reporter,Evansville,IN,159,"Evansville, IN-KY",119.0,229351.0,45.0,119961.0,2017.0,12.0,2017.0,421707.0,67375.0,6.2591,405087.0,2080658.0,30.8818,6.0124
1159,Metropolitan Evansville Transit System,MB,DO,Active,Full Reporter,Evansville,IN,159,"Evansville, IN-KY",119.0,229351.0,45.0,119961.0,2017.0,12.0,2017.0,5462151.0,1494212.0,3.6555,1341736.0,6129753.0,4.1023,0.898
1160,Fort Wayne Public Transportation Corporation,DR,DO,Active,Full Reporter,Fort Wayne,IN,119,"Fort Wayne, IN",172.0,313492.0,111.0,268485.0,2017.0,12.0,2017.0,751928.0,83830.0,8.9697,186736.0,2372620.0,28.3028,2.2276
1161,Fort Wayne Public Transportation Corporation,MB,DO,Active,Full Reporter,Fort Wayne,IN,119,"Fort Wayne, IN",172.0,313492.0,111.0,268485.0,2017.0,12.0,2017.0,5352712.0,1696829.0,3.1545,1521133.0,10280316.0,6.0585,0.8965
1162,Gary Public Transportation Corporation,DR,DO,Active,Full Reporter,Gary,IN,3,"Chicago, IL-IN",2443.0,8608208.0,38.0,102746.0,2017.0,12.0,2017.0,81196.0,15264.0,5.3194,45068.0,717960.0,47.0362,2.9526
1163,Gary Public Transportation Corporation,MB,DO,Active,Full Reporter,Gary,IN,3,"Chicago, IL-IN",2443.0,8608208.0,38.0,102746.0,2017.0,12.0,2017.0,941049.0,750161.0,1.2545,605982.0,5603915.0,7.4703,0.8078
1164,Bloomington-Normal Public Transit System,DR,DO,Active,Full Reporter,Normal,IL,243,"Bloomington-Normal, IL",49.0,132600.0,46.0,129107.0,2017.0,6.0,2017.0,486869.0,83366.0,5.8401,123656.0,2589747.0,31.0648,1.4833
1165,Bloomington-Normal Public Transit System,MB,DO,Active,Full Reporter,Normal,IL,243,"Bloomington-Normal, IL",49.0,132600.0,46.0,129107.0,2017.0,6.0,2017.0,6737597.0,2217641.0,3.0382,1127929.0,9245069.0,4.1689,0.5086
1166,Northwest Indiana Community Action Corporation,DR,DO,Inactive,Full Reporter,Crown Point,IN,3,"Chicago, IL-IN",2123.0,8307904.0,919.0,848604.0,2009.0,12.0,2009.0,46797.0,2485.0,18.8318,3253.0,125526.0,50.5135,1.3091
1168,Indianapolis and Marion County Public Transportation,DR,PT,Active,Full Reporter,Indianapolis,IN,33,"Indianapolis, IN",706.0,1487483.0,396.0,928281.0,2017.0,12.0,2017.0,3806596.0,309242.0,12.3094,1058855.0,10370485.0,33.5352,3.424
1169,Indianapolis and Marion County Public Transportation,MB,DO,Active,Full Reporter,Indianapolis,IN,33,"Indianapolis, IN",706.0,1487483.0,396.0,928281.0,2017.0,12.0,2017.0,35935362.0,8754767.0,4.1047,8998862.0,60034216.0,6.8573,1.0279
1171,Greater Lafayette Public Transportation Corporation,DR,DO,Active,Full Reporter,Lafayette,IN,223,"Lafayette, IN",64.0,147725.0,74.0,134333.0,2017.0,12.0,2017.0,156116.0,28420.0,5.4932,119984.0,726493.0,25.5627,4.2218
1172,Greater Lafayette Public Transportation Corporation,MB,DO,Active,Full Reporter,Lafayette,IN,223,"Lafayette, IN",64.0,147725.0,74.0,134333.0,2017.0,12.0,2017.0,11362224.0,4554827.0,2.4945,2996171.0,10889046.0,2.3907,0.6578
1173,South Bend Public Transportation Corporation,DR,DO,Active,Full Reporter,South Bend,IN,136,"South Bend, IN-MI",161.0,278165.0,68.0,154346.0,2017.0,12.0,2017.0,569754.0,68497.0,8.3179,134758.0,1468213.0,21.4347,1.9674
1174,South Bend Public Transportation Corporation,MB,DO,Active,Full Reporter,South Bend,IN,136,"South Bend, IN-MI",161.0,278165.0,68.0,154346.0,2017.0,12.0,2017.0,4543045.0,1576792.0,2.8812,1206516.0,8193612.0,5.1964,0.7652
1175,Terre Haute Transit Utility,DR,DO,Active,Full Reporter,Terre Haute,IN,316,"Terre Haute, IN",53.0,92742.0,18.0,59614.0,2017.0,12.0,2017.0,88858.0,18093.0,4.9112,40709.0,340008.0,18.7922,2.25
1176,Terre Haute Transit Utility,MB,DO,Active,Full Reporter,Terre Haute,IN,316,"Terre Haute, IN",53.0,92742.0,18.0,59614.0,2017.0,12.0,2017.0,435330.0,259015.0,1.6807,130589.0,2029210.0,7.8343,0.5042
1177,Muncie Indiana Transit System,DR,DO,Active,Full Reporter,Muncie,IN,322,"Muncie, IN",47.0,90580.0,27.0,70085.0,2017.0,12.0,2017.0,237921.0,55589.0,4.28,44701.0,1710599.0,30.7723,0.8041
1178,Muncie Indiana Transit System,MB,DO,Active,Full Reporter,Muncie,IN,322,"Muncie, IN",47.0,90580.0,27.0,70085.0,2017.0,12.0,2017.0,4369164.0,1377416.0,3.172,184133.0,5399284.0,3.9199,0.1337
1179,Greater Peoria Mass Transit District,DR,PT,Active,Full Reporter,Peoria,IL,139,"Peoria, IL",144.0,266921.0,105.0,209896.0,2017.0,6.0,2017.0,889831.0,138603.0,6.42,284036.0,3606302.0,26.0189,2.0493
1180,Greater Peoria Mass Transit District,MB,DO,Active,Full Reporter,Peoria,IL,139,"Peoria, IL",144.0,266921.0,105.0,209896.0,2017.0,6.0,2017.0,16541492.0,2711720.0,6.1,1582189.0,17734327.0,6.5399,0.5835
1182,Rock Island County Metropolitan Mass Transit District,DR,DO,Active,Full Reporter,Moline ,IL,134,"Davenport, IA-IL",138.0,280051.0,46.0,120378.0,2017.0,6.0,2017.0,552430.0,48972.0,11.2805,165228.0,843157.0,17.2171,3.3739
1183,Rock Island County Metropolitan Mass Transit District,DR,PT,Active,Full Reporter,Moline ,IL,134,"Davenport, IA-IL",138.0,280051.0,46.0,120378.0,2017.0,6.0,2017.0,94084.0,20202.0,4.6572,39012.0,639169.0,31.6389,1.9311
1184,Rock Island County Metropolitan Mass Transit District,FB,PT,Active,Full Reporter,Moline ,IL,134,"Davenport, IA-IL",138.0,280051.0,46.0,120378.0,2017.0,6.0,2017.0,223648.0,43584.0,5.1314,198630.0,594425.0,13.6386,4.5574
1185,Rock Island County Metropolitan Mass Transit District,MB,DO,Active,Full Reporter,Moline ,IL,134,"Davenport, IA-IL",138.0,280051.0,46.0,120378.0,2017.0,6.0,2017.0,9214778.0,3145005.0,2.93,826791.0,15864047.0,5.0442,0.2629
1188,Rockford Mass Transit District,DR,DO,Active,Full Reporter,Rockford,IL,127,"Rockford, IL",153.0,296863.0,155.0,227502.0,2017.0,6.0,2017.0,862951.0,105786.0,8.1575,241777.0,3661153.0,34.6091,2.2855
1190,Rockford Mass Transit District,MB,DO,Active,Full Reporter,Rockford,IL,127,"Rockford, IL",153.0,296863.0,155.0,227502.0,2017.0,6.0,2017.0,6864580.0,1574445.0,4.36,1037931.0,11584818.0,7.358,0.6592
1191,Springfield Mass Transit District,DR,DO,Active,Full Reporter,Springfield,IL,206,"Springfield, IL",92.0,161316.0,65.0,123682.0,2017.0,6.0,2017.0,474422.0,77957.0,6.0857,228586.0,1667967.0,21.396,2.9322
1192,Springfield Mass Transit District,MB,DO,Active,Full Reporter,Springfield,IL,206,"Springfield, IL",92.0,161316.0,65.0,123682.0,2017.0,6.0,2017.0,6056685.0,1647927.0,3.6753,916647.0,12033174.0,7.302,0.5562
1193,Champaign-Urbana Mass Transit District,DR,DO,Active,Full Reporter,Urbana,IL,224,"Champaign, IL",47.0,145361.0,40.0,136828.0,2017.0,6.0,2017.0,182930.0,55958.0,3.2691,41340.0,1063902.0,19.0125,0.7388
1194,Champaign-Urbana Mass Transit District,DR,PT,Active,Full Reporter,Urbana,IL,224,"Champaign, IL",47.0,145361.0,40.0,136828.0,2017.0,6.0,2017.0,439492.0,80493.0,5.46,235470.0,459990.0,5.7147,2.9253
1195,Champaign-Urbana Mass Transit District,MB,DO,Active,Full Reporter,Urbana,IL,224,"Champaign, IL",47.0,145361.0,40.0,136828.0,2017.0,6.0,2017.0,21969247.0,11939808.0,1.84,7377733.0,30769454.0,2.577,0.6179
1196,Decatur Public Transit System,DR,DO,Active,Full Reporter,Decatur,IL,313,"Decatur, IL",59.0,93863.0,53.0,82155.0,2017.0,6.0,2017.0,71298.0,19492.0,3.6578,36573.0,1247719.0,64.0119,1.8763
1198,Decatur Public Transit System,DT,PT,Active,Full Reporter,Decatur,IL,313,"Decatur, IL",59.0,93863.0,53.0,82155.0,2017.0,6.0,2017.0,71191.0,12446.0,5.72,12746.0,112835.0,9.066,1.0241
1199,Decatur Public Transit System,MB,DO,Active,Full Reporter,Decatur,IL,313,"Decatur, IL",59.0,93863.0,53.0,82155.0,2017.0,6.0,2017.0,3505352.0,1208742.0,2.9,483781.0,5641361.0,4.6671,0.4002
1201,Chicago Transit Authority,HR,DO,Active,Full Reporter,Chicago,IL,3,"Chicago, IL-IN",2443.0,8608208.0,309.0,3217332.0,2017.0,12.0,2017.0,1359029663.0,230204047.0,5.9036,294492127.0,604098753.0,2.6242,1.2793
1202,Chicago Transit Authority,MB,DO,Active,Full Reporter,Chicago,IL,3,"Chicago, IL-IN",2443.0,8608208.0,309.0,3217332.0,2017.0,12.0,2017.0,613043935.0,249231171.0,2.4597,270336920.0,810708270.0,3.2528,1.0847
1211,City of Rochester Public Transportation,DR,PT,Active,Full Reporter,Rochester,MN,288,"Rochester, MN",51.0,107677.0,28.0,104230.0,2017.0,12.0,2017.0,224492.0,31993.0,7.0169,121299.0,649028.0,20.2866,3.7914
1212,City of Rochester Public Transportation,DT,PT,Active,Full Reporter,Rochester,MN,288,"Rochester, MN",51.0,107677.0,28.0,104230.0,2017.0,12.0,2017.0,66413.0,16176.0,4.1057,48528.0,386377.0,23.8858,3.0
1213,City of Rochester Public Transportation,MB,PT,Active,Full Reporter,Rochester,MN,288,"Rochester, MN",51.0,107677.0,28.0,104230.0,2017.0,12.0,2017.0,6624194.0,1837990.0,3.604,2505786.0,7516562.0,4.0896,1.3633
1217,WAUKESHA COUNTY TRANSIT SYSTEM,DR,PT,Inactive,Full Reporter,Waukesha,WI,32,"Milwaukee, WI",487.0,1308913.0,314.0,537500.0,2002.0,12.0,2002.0,74865.0,13762.0,5.44,34715.0,295557.0,21.4763,2.5225
1218,WAUKESHA COUNTY TRANSIT SYSTEM,MB,PT,Inactive,Full Reporter,Waukesha,WI,32,"Milwaukee, WI",487.0,1308913.0,314.0,537500.0,2002.0,12.0,2002.0,7177837.0,560678.0,12.8021,836819.0,4426201.0,7.8944,1.4925
1221,City of Waukesha Transit Commission,CB,PT,Active,Full Reporter,Waukesha,WI,35,"Milwaukee, WI",546.0,1376476.0,43.0,141642.0,2017.0,12.0,2017.0,2958231.0,138233.0,21.4003,411960.0,2278827.0,16.4854,2.9802
1222,City of Waukesha Transit Commission,DR,DO,Active,Full Reporter,Waukesha,WI,35,"Milwaukee, WI",546.0,1376476.0,43.0,141642.0,2017.0,12.0,2017.0,55119.0,10527.0,5.236,32518.0,486824.0,46.2453,3.089
1223,City of Waukesha Transit Commission,DR,PT,Active,Full Reporter,Waukesha,WI,35,"Milwaukee, WI",546.0,1376476.0,43.0,141642.0,2017.0,12.0,2017.0,22431.0,3480.0,6.4457,26904.0,153599.0,44.1376,7.731
