,Unique ID,FacilityName,Rank_TRI_14,Rank_GHG_14,Latitude,Longitude,LocationAddress,City,Location,ZIP,County,FIPScode,IndustryType,GHG_Direct_Emissions_14_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_10_in_metric_tons
3165,1.10E+11,PPG INDUSTRIES FIBER GLASS PRODUCTS INC,2896.0,2538.0,35.32673,-81.62467,940 WASHBURN SWITCH RD,SHELBY,NORTH CAROLINA,28150,CLEVELAND,37045.0,Minerals,98268,87319,110726,98030,68178
3167,1.10E+11,INTERNATIONAL PAPER RIEGELWOOD MILL,23.0,1122.0,34.3522,-78.2125,865 JOHN L RIEGEL RD,RIEGELWOOD,NORTH CAROLINA,28456,COLUMBUS,37047.0,"Pulp and Paper,Waste",390931,387669,398186,414901,262879
3168,1.10E+11,WEYERHAEUSER NR CO,204.0,2074.0,35.213716,-77.1172,1785 WEYERHAE US ER RD,VANCEBORO,NORTH CAROLINA,28586,CRAVEN,37049.0,"Pulp and Paper,Waste",133040,130806,143139,137158,137789
3169,1.10E+11,US MARINE CORPS CHERRY POINT,2082.0,2995.0,34.898433000000004,-76.906033,NC HIGHWAY 101 AT US 70 WEST,CHERRY POINT,NORTH CAROLINA,285330006,CRAVEN,37049.0,Other,77178,75055,70142,71395,77300
3172,1.10E+11,CARGILL INC,317.0,5122.0,35.08573,-78.84788,1754 RIVER RD,FAYETTEVILLE,NORTH CAROLINA,28312,CUMBERLAND,37051.0,Other,32457,31400,27439,21260,50862
3173,1.10E+11,DAK AMERICAS LLC,4107.0,4527.0,34.98305,-78.78721999999999,3216 CEDAR CREEK RD,FAYETTEVILLE,NORTH CAROLINA,28312,CUMBERLAND,37051.0,Other,40783,42808,44557,47440,50917
3174,1.10E+11,GOODYEAR TIRE & RUBBER CO FAYETTEVILLE PLANT,6922.0,4170.0,35.169923,-78.86160100000001,6650 RAMSEY ST,FAYETTEVILLE,NORTH CAROLINA,28311,CUMBERLAND,37051.0,Other,46555,48998,45276,49622,49652
3179,1.10E+11,PPG INDUSTRIES FIBER GLASS PRODUCTS INC,1941.0,4156.0,35.75525,-80.28116,473 NEW JERSEY CHURCH RD,LEXINGTON,NORTH CAROLINA,27292,DAVIDSON,37057.0,Minerals,47004,46453,45699,43226,44132
3180,1.10E+11,OWENS-BROCKWAY GLASS CONTAINER INC - PLANT #06,8628.0,3109.0,35.95027,-80.21778,9698 OLD HIGHWAY 52,LEXINGTON,NORTH CAROLINA,272955609,DAVIDSON,37057.0,Minerals,73041,76235,74024,73308,68974
3186,1.10E+11,EDGECOMBE GENCO LLC,3437.0,1260.0,36.03471,-77.74956999999999,6358 OLD BATTLEBORO RD,BATTLEBORO,NORTH CAROLINA,27809,EDGECOMBE,37065.0,Power Plants,324726,328639,380817,698341,821975
3188,1.10E+11,R. J. REYNOLDS TOBACCO CO.  WHITAKER PARK,2663.0,4133.0,36.134274,-80.25778100000001,1101 REYNOLDS BLVD,WINSTON-SALEM,NORTH CAROLINA,27105,FORSYTH,37067.0,Other,47297,50059,48726,52388,53829
3191,1.10E+11,DUKE ENERGY CAROLINAS LLC - ALLEN STEAM STATION,1030.0,314.0,35.189516,-81.008566,253 PLANT ALLEN RD,BELMONT,NORTH CAROLINA,28012,GASTON,37071.0,Power Plants,2312888,1890358,1895451,3966060,5083417
3192,1.10E+11,NEW NGC INC (DBA NATIONAL GYPSUM CO),12920.0,2948.0,35.3245,-80.9996,1725 DRYWALL DR,MOUNT HOLLY,NORTH CAROLINA,28120,GASTON,37071.0,Minerals,78967,76866,70784,59865,51320
3194,1.10E+11,SOLENIS LLC,3481.0,4339.0,36.042770000000004,-79.82167,2401 DOYLE ST,GREENSBORO,NORTH CAROLINA,27406,GUILFORD,37081.0,Chemicals,43923,55934,56525,55522,57533
3196,1.10E+11,KAPSTONE KRAFT PAPER CORP,161.0,1220.0,36.47702,-77.64459000000001,100 GASTON RD,ROANOKE RAPIDS,NORTH CAROLINA,27870,HALIFAX,37083.0,"Pulp and Paper,Waste",348323,328020,305312,308180,318168
3197,1.10E+11,ROANOKE VALLEY ENERGY FACILITY,4544.0,869.0,36.4364,-77.6167,290 POWER PL,WELDON,NORTH CAROLINA,27890,HALIFAX,37083.0,Power Plants,630979,1463928,1338801,1356407,1346296
3198,1.10E+11,ROSEMARY POWER STATION,14469.0,4626.0,36.45279,-77.65921,120 WEST 12TH STREET,ROANOKE RAPIDS,NORTH CAROLINA,27870,HALIFAX,37083.0,Power Plants,39275,36709,43044,74324,61686
3199,1.10E+11,BLUE RIDGE PAPER PRODUCTS INC (DBA EVERGREEN PACKAGING),58.0,580.0,35.5356,-82.8419,175 MAIN ST PO BOX 4000,CANTON,NORTH CAROLINA,28716,HAYWOOD,37087.0,"Pulp and Paper,Waste",1081715,1065770,1109404,1079632,1061017
3201,1.10E+11,NUCOR STEEL HERTFORD COUNTY,7231.0,1060.0,36.355216,-76.81115,1505 RIVER RD,COFIELD,NORTH CAROLINA,27922,HERTFORD,37091.0,Metals,438538,351571,332209,418477,306780
3202,1.10E+11,CARDINAL FG FLAT GLASS PLANT,10469.0,2400.0,35.632554,-80.788799,342 MOORESVILLE BLVD,MOORESVILLE,NORTH CAROLINA,28115,IREDELL,37097.0,Minerals,105526,100831,101028,96554,95088
3207,1.10E+11,DUPONT KINSTON PLANT,4011.0,4830.0,35.3318,-77.4795,4693 HWY 11 N,KINSTON,NORTH CAROLINA,285010800,LENOIR,37107.0,Other,36545,36706,36152,36227,51826
3209,1.10E+11,DUKE ENERGY CAROLINAS LLC - LINCOLN CT STATION,12981.0,3409.0,35.4317,-81.0347,6769 OLD PLANK RD,STANLEY,NORTH CAROLINA,28164,LINCOLN,37109.0,Power Plants,63348,45370,24931,104224,56466
3211,1.10E+11,DOMTAR PAPER CO LLC-PLYMOUTH MILL,155.0,2228.0,35.861715999999994,-76.77968299999999,1375 NC HIGHWAY 149 N,PLYMOUTH,NORTH CAROLINA,27962,MARTIN,37117.0,"Pulp and Paper,Waste",118776,100659,142979,138287,190674
3212,1.10E+11,CHARLOTTE PIPE AND FOUNDRY CO,1554.0,4577.0,35.224323,-80.861806,1335 S CLARKSON ST,CHARLOTTE,NORTH CAROLINA,28208,MECKLENBURG,37119.0,Metals,40067,35893,34451,32462,29493
3213,1.10E+11,GERDAU LONG STEEL NA-CHARLOTTE MILL,5373.0,4027.0,35.339079999999996,-80.83114,6601 LAKEVIEW RD,CHARLOTTE,NORTH CAROLINA,28269,MECKLENBURG,37119.0,Metals,48971,51492,47379,46786,45846
3217,1.10E+11,INVISTA SA RL-WILMINGTON,3951.0,5708.0,34.31309,-77.9786,4600 HIGHWAY 421 NORTH,WILMINGTON,NORTH CAROLINA,28401,NEW HANOVER,37129.0,Other,26728,122729,126511,163971,253451
3218,1.10E+11,ELEMENTIS CHROMIUM INC,4441.0,1966.0,34.372516,-77.859466,5408 HOLLY SHELTER RD,CASTLE HAYNE,NORTH CAROLINA,28429,NEW HANOVER,37129.0,Chemicals,145127,151634,149577,164367,197300
3225,1.10E+11,ROXBORO STEAM PLANT,322.0,26.0,36.4833,-79.0731,1700 DUNNAWAY RD,SEMORA,NORTH CAROLINA,273439058,PERSON,37145.0,"Power Plants,Waste",11585042,9425131,13314016,11206628,14607384
3226,1.10E+11,DUKE ENERGY PROGRESS INC-MAYO ELECTRIC GENERATING PLANT,718.0,273.0,36.5278,-78.8917,10660 BOSTON RD,ROXBORO,NORTH CAROLINA,275747527,PERSON,37145.0,Power Plants,2660455,2646112,3488371,3590232,4786249
3229,1.10E+11,DSM PHARMACEUTICALS INC,15241.0,4772.0,35.658147,-77.357923,5900 GREENVILLE BLVD NE,GREENVILLE,NORTH CAROLINA,27834,PITT,37147.0,Chemicals,37423,34469,34818,35495,32319
3233,1.10E+11,DUKE ENERGY PROGRESS LLC - SMITH ENERGY COMPLEX,684.0,226.0,34.8387,-79.7396,198 ENERGY WAY,HAMLET,NORTH CAROLINA,28345,RICHMOND,37153.0,Power Plants,3121015,3676413,3934143,3024056,2230952
3235,1.10E+11,CAMPBELL SOUP SUPPLY CO,6027.0,4195.0,34.773889000000004,-79.328333,2120 HIGHWAY 71 NORTH,MAXTON,NORTH CAROLINA,28364,ROBESON,37155.0,Other,46276,51281,49090,49722,57097
3238,1.10E+11,MILLERCOORS LLC-EDEN BREWERY,3773.0,4075.0,36.518889,-79.71583299999999,863 E MEADOW RD,EDEN,NORTH CAROLINA,27288,ROCKINGHAM,37157.0,Other,48140,86987,88863,107589,115352
3243,1.10E+11,SOUTHERN CO ROWAN COUNTY POWER PLANT,1696.0,582.0,35.7325,-80.6019,5755 NC 801 HWY,SALISBURY,NORTH CAROLINA,28144,ROWAN,37159.0,Power Plants,1079133,1049044,1306089,1026808,881613
3244,1.10E+11,DURAFIBER TECHNOLOGIES INC SALISBURY PLANT,2183.0,5129.0,35.71333,-80.611666,7401 STATESVILLE BLVD,SALISBURY,NORTH CAROLINA,28147,ROWAN,37159.0,Other,32383,26236,30237,33233,30150
3248,1.10E+11,DUKE ENERGY CAROLINAS LLC - ROGERS ENERGY COMPLEX,875.0,141.0,35.217222,-81.761111,573 DUKE POWER RD,MOORESBORO,NORTH CAROLINA,28114,RUTHERFORD,37161.0,Power Plants,5158890,5292864,1255122,2327522,2278638
3251,1.10E+11,PILKINGTON NA,514.0,1414.0,34.74942,-79.39494499999999,13121 ROCKY FORD RD,LAURINBURG,NORTH CAROLINA,28352,SCOTLAND,37165.0,Minerals,253161,241977,228622,226508,203737
3254,1.10E+11,DUKE ENERGY CAROLINAS LLC - BELEWS CREEK STEAM STATION,254.0,28.0,36.281338,-80.059438,3195 PINE HALL RD,WALNUT COVE,NORTH CAROLINA,27052,STOKES,37169.0,Power Plants,11483633,10940292,12145000,13600299,12512904
3256,1.10E+11,TELEDYNE ALLVAC,11446.0,3431.0,34.985479999999995,-80.517139,2020 ASHCRAFT AVE,MONROE,NORTH CAROLINA,28111,UNION,37179.0,Metals,62651,57879,59914,62139,63386
3257,1.10E+11,ARDAGH GLASS INC,2419.0,2884.0,36.291066,-78.39188299999999,620 FACET RD,HENDERSON,NORTH CAROLINA,27537,VANCE,37181.0,Minerals,81004,80535,74324,77199,78408
3258,1.10E+11,CARGILL INC RALEIGH FACILITY,4229.0,6736.0,35.76093,-78.63754,1400 S BLOUNT ST,RALEIGH,NORTH CAROLINA,27603,WAKE,37183.0,Other,8114,30232,16917,22676,28571
3259,1.10E+11,POTTERS INDUSTRIES LLC,14158.0,5679.0,35.71365,-78.83641,820 LUFKIN RD,APEX,NORTH CAROLINA,27502,WAKE,37183.0,Minerals,27039,29460,29679,30976,30636
3266,1.10E+11,DUKE ENERGY PROGRESS INC - H  F LEE ENERGY COMPLEX,5280.0,307.0,35.379909999999995,-78.087688,1199 BLACK JACK CHURCH RD,GOLDSBORO,NORTH CAROLINA,27530,WAYNE,37191.0,Power Plants,2376745,2555224,1282648,1373113,2459856
3270,1.10E+11,BRIDGESTONE FIRESTONE INCORPORATED,6143.0,4020.0,35.75965,-77.86715,3001 FIRESTONE PARKWAY,WILSON,NORTH CAROLINA,278930193,WILSON,37195.0,Other,49126,46020,43500,46758,48541
3271,1.10E+11,SAINT GOBAIN CONTAINERS  L L C,8270.0,2662.0,35.75387,-77.88016999999999,2200 FIRESTONE PARKWAY,WILSON,NORTH CAROLINA,27893,WILSON,37195.0,Minerals,90845,94459,95875,97387,98427
3279,1.10E+11,J R SIMPLOT CO,4420.0,4181.0,47.933611,-97.0825,3630 GATEWAY DR,GRAND FORKS,NORTH DAKOTA,58203,GRAND FORKS,38035.0,"Other,Waste",46443,61613,53223,55961,54197
3282,1.10E+11,ADM PROCESSING,304.0,4445.0,48.02252,-100.884837,1388 HIGHWAY 97,VELVA,NORTH DAKOTA,58790,MCHENRY,38049.0,Other,42240,36979,37477,45864,38371
3287,1.10E+11,GREAT RIVER ENERGY COAL CREEK STATION,1000.0,56.0,47.378062,-101.15734599999999,2675 3RD STREET SOUTHWEST,UNDERWOOD,NORTH DAKOTA,585769596,MCLEAN,38055.0,"Power Plants,Waste",9241294,9219664,9617592,8953957,9096848
3288,1.10E+11,Basin Electric's Great Plains Synfuels Plant and Antelope Valley Station complex,1.0,76.0,47.360814000000005,-101.838222,420 COUNTY 26,BEULAH,NORTH DAKOTA,585239475,MERCER,38057.0,"Power Plants,Chemicals,Coal-based Liquid Fuel Supply,Suppliers of CO2",7951952,9063076,9931633,9035915,10034337
3289,1.10E+11,BASIN ELECTRIC  LELAND OLDS STATION,1125.0,171.0,47.2819,-101.3194,3901 HIGHWAY 200A,STANTON,NORTH DAKOTA,585719417,MERCER,38057.0,Power Plants,3999565,4496385,3702960,3515900,4201371
3290,1.10E+11,OTTER TAIL POWER CO COYOTE STATION,3379.0,218.0,47.2217,-101.8139,6240 13TH ST SW,BEULAH,NORTH DAKOTA,585230339,MERCER,38057.0,Power Plants,3206173,3108963,2689019,3541955,3504677
3291,1.10E+11,GREAT RIVER ENERGY STANTON STATION,3842.0,514.0,47.2862,-101.3321,4001 HWY 200A,STANTON,NORTH DAKOTA,585719402,MERCER,38057.0,Power Plants,1287635,1101284,1273780,1311954,1390446
3292,1.10E+11,TESORO MANDAN REFINERY,471.0,823.0,46.85055,-100.88083,900 OLD RED TRAIL NE,MANDAN,NORTH DAKOTA,585541589,MORTON,38059.0,Refineries,691296,649082,620607,563533,510502
3293,1.10E+11,RM HESKETT STATION,511.0,814.0,46.864909999999995,-100.88132,2025 38TH ST,MANDAN,NORTH DAKOTA,58554,MORTON,38059.0,Power Plants,701627,558674,619892,638412,599688
3296,1.10E+11,MINNKOTA POWER COOPERATIVE INC MILTON R YOUNG STATION,703.0,148.0,47.0664,-101.2139,3401 24 ST SW,CENTER,NORTH DAKOTA,585300127,OLIVER,38065.0,Power Plants,4873629,4518803,5532719,5981634,5012841
3297,1.10E+11,AMERICAN CRYSTAL SUGAR COMPANY-DRAYTON PLANT,1258.0,1235.0,48.591667,-97.175,8152 OLD HIGHWAY 44,DRAYTON,NORTH DAKOTA,582250190,PEMBINA,38067.0,"Minerals,Waste",339198,343541,430935,312177,283822
3299,1.10E+11,"HANKINSON RENEWABLE ENERGY, LLC-HANKINSON RENEWABLE ENERGY, LLC",2030.0,1750.0,46.073186,-96.886775,9230 COUNTY RD 1,HANKINSON,NORTH DAKOTA,58041,RICHLAND,38077.0,Other,173614,183984,174541,166024,161603
3300,1.10E+11,CARGILL INC WET CORN MILLING - WAHPETON,2411.0,3236.0,46.3504,-96.641386,18049 COUNTY RD 8 E,WAHPETON,NORTH DAKOTA,58075,RICHLAND,38077.0,Other,68967,71184,67666,67883,71135
3306,1.10E+11,AMERICAN CRYSTAL SUGAR CO - HILLSBORO,1407.0,1031.0,47.435833,-97.0625,121 HWY 81 NE,HILLSBORO,NORTH DAKOTA,58045,TRAILL,38097.0,"Minerals,Waste",461473,473164,443897,417388,430103
3308,1.10E+11,AGP PROCESSING INC,487.0,1973.0,40.58971,-98.33963,2801 E 7TH ST,HASTINGS,NEBRASKA,68901,ADAMS,31001.0,Other,144422,216148,243055,264320,274499
3309,1.10E+11,CHIEF ETHANOL FUELS INC,3234.0,1791.0,40.585,-98.318889,4225 E S ST,HASTINGS,NEBRASKA,68901,ADAMS,31001.0,Other,167913,170275,164657,164734,179171
3310,1.10E+11,WHELAN ENERGY CENTER POWER PLANT,7532.0,387.0,40.581495000000004,-98.313185,4520 E S ST,HASTINGS,NEBRASKA,689010289,ADAMS,31001.0,Power Plants,1788042,1908326,1460166,1499513,619719
3314,1.10E+11,VALERO RENEWABLE FUELS CO LLC DBA VALERO ALBION PLANT,2522.0,1727.0,41.6775,-97.982222,2615 260TH ST,ALBION,NEBRASKA,68620,BOONE,31011.0,Other,176584,154050,100429,168758,167237
3315,1.10E+11,ABENGOA BIOENERGY OF NEBRASKA,2468.0,2291.0,41.023749,-98.87510999999999,35955 NAVAHO RD,RAVENNA,NEBRASKA,68869,BUFFALO,31019.0,"Other,Waste",112962,107939,122225,133038,129535
3318,1.10E+11,ASH GROVE CEMENT CO,783.0,727.0,41.005565000000004,-96.154917,16215 HWY 50,LOUISVILLE,NEBRASKA,680372881,CASS,31025.0,Minerals,819225,654563,678085,805529,519724
3320,1.10E+11,CARGILL MEAT SOLUTIONS CORP,1176.0,4389.0,41.4514,-97.095,590 RD 9,SCHUYLER,NEBRASKA,68661,COLFAX,31037.0,"Other,Waste",43192,71822,69524,84934,45984
3325,1.10E+11,TYSON FRESH MEATS INC,3226.0,4413.0,40.761111,-99.736944,1500 PLUM CREEK PKY,LEXINGTON,NEBRASKA,68850,DAWSON,31047.0,"Other,Waste",42775,41669,40388,42751,41252
3327,1.10E+11,LON D WRIGHT POWER PLANT,393.0,950.0,41.428413,-96.461212,2701 E 1ST ST,FREMONT,NEBRASKA,68025,DODGE,31053.0,Power Plants,553402,585554,552669,532450,554921
3329,1.10E+11,OMAHA PUBLIC POWER DISTRICT NORTH OMAHA STATION,1224.0,205.0,41.329910999999996,-95.945832,7475 PERSHING DR,OMAHA,NEBRASKA,68112,DOUGLAS,31055.0,Power Plants,3396599,3611507,3354062,3701564,3707375
3335,1.10E+11,FLINT HILLS RESOURCES-ETHANOL PLANT,2964.0,1892.0,40.625743,-97.61346,1214 COUNTY RD G,FAIRMONT,NEBRASKA,68354,FILLMORE,31059.0,Other,153843,153156,160577,170219,172664
3336,1.10E+11,NEBRASKA CORN PROCESSING LLC,5085.0,3779.0,40.278956,-100.161829,107 POTTER ST,CAMBRIDGE,NEBRASKA,69022,FURNAS,31065.0,Other,54137,49952,49752,48005,36647
3337,1.10E+11,KOCH NITROGEN PLANT,290.0,936.0,40.312278000000006,-96.820444,21178 SW 89TH RD,BEATRICE,NEBRASKA,68310,GAGE,31067.0,"Chemicals,Suppliers of CO2",561959,579324,514627,572513,505364
3343,1.10E+11,SWIFT BEEF CO,2460.0,3962.0,40.922061,-98.320656,555 S STUHR RD,GRAND ISLAND,NEBRASKA,68801,HALL,31079.0,"Other,Waste",50297,53211,45876,52243,54541
3344,1.10E+11,PLATTE GENERATING STATION,2865.0,863.0,40.858427,-98.349187,1035 W WILDWOOD DR,GRAND ISLAND,NEBRASKA,68801,HALL,31079.0,Power Plants,634106,668090,535659,654481,669787
3348,1.10E+11,GREEN PLAINS ATKINSON LLC,2965.0,3460.0,42.52093,-98.96119,87590 HILLCREST RD,ATKINSON,NEBRASKA,68713,HOLT,31089.0,Other,61915,27505,28262,59434,61559
3351,1.10E+11,ADM SOYBEAN PROCESSING FACILITY,371.0,1883.0,40.86667,-96.619116,7800 THAYER ST,LINCOLN,NEBRASKA,68507,LANCASTER,31109.0,Other,155066,152872,172839,158938,171443
3352,1.10E+11,NPPD SHELDON GENERATING STATION,984.0,481.0,40.55202,-96.7829,4500 W PELLA RD,HALLAM,NEBRASKA,683680088,LANCASTER,31109.0,Power Plants,1416819,1267038,1154002,1624449,1393333
3358,1.10E+11,NPPD GERALD GENTLEMAN STATION,189.0,66.0,41.080996,-101.14222,6089 HIGHWAY 25 SOUTH,SUTHERLAND,NEBRASKA,691650068,LINCOLN,31111.0,Power Plants,8424273,9267380,8557911,9228756,9391984
3359,1.10E+11,ELKHORN VALLEY ETHANOL LLC,3908.0,3501.0,42.067890000000006,-97.38766,3002 N VICTORY RD,NORFOLK,NEBRASKA,68701,MADISON,31119.0,"Other,Waste",60713,62913,64685,71873,69069
3360,1.10E+11,GREEN PLAINS CENTRAL CITY LLC,2550.0,2140.0,41.111724,-97.983884,214 20TH ST,CENTRAL CITY,NEBRASKA,68826,MERRICK,31121.0,"Other,Waste",126409,126531,126853,122641,119370
3362,1.10E+11,OPPD NEBRASKA CITY GENERATING STATION,513.0,63.0,40.6208,-95.7733,7264 L RD,NEBRASKA CITY,NEBRASKA,68410,OTOE,31131.0,Power Plants,8602469,9314971,9047797,8751488,7757986
3364,1.10E+11,MID AMERICA AGRI PRODUCTS WHEATLAND LLC,3939.0,3992.0,40.849959000000005,-101.532913,76080 RD 338,MADRID,NEBRASKA,69150,PERKINS,31135.0,Other,49701,46498,46374,47945,46480
3367,1.10E+11,ADM CORN PROCESSING-COLUMBUS,1145.0,542.0,41.42139,-97.288612,3000 E 8TH ST,COLUMBUS,NEBRASKA,68601,PLATTE,31141.0,"Other,Waste",1206165,1124505,1218406,1153871,1042788
3368,1.10E+11,SMITHFIELD FARMLAND CORP-CRETE,1892.0,2729.0,40.579722,-96.964722,2223 COUNTY RD I,CRETE,NEBRASKA,683330067,SALINE,31151.0,"Other,Waste",87297,87149,83291,76369,31967
3371,1.10E+11,WESTERN SUGAR COOPERATIVE,647.0,1457.0,41.859603,-103.63703199999999,2100 E OVERLAND DR,SCOTTSBLUFF,NEBRASKA,69361,SCOTTS BLUFF,31157.0,Minerals,239156,207224,260766,240467,260267
3372,1.10E+11,NUCOR STEEL NEBRASKA,4310.0,1745.0,42.0767,-97.3605,2911 E NUCOR RD,NORFOLK,NEBRASKA,68701,STANTON,31167.0,Metals,173981,189319,193606,217901,203659
3373,1.10E+11,GREEN PLAINS ORD LLC,2575.0,2792.0,41.56769,-98.81558000000001,48267 VAL-E RD,ORD,NEBRASKA,68862,VALLEY,31175.0,"Other,Waste",84284,81793,78863,79426,77
3374,1.10E+11,Cargill Corn Milling North America and NatureWorks complex,898.0,989.0,41.520412,-96.07927099999999,650 INDUSTRIAL PARK DR,BLAIR,NEBRASKA,680082649,WASHINGTON,31177.0,"Other,Waste",514168,465601,448899,384727,372193
3375,1.10E+11,ABENGOA BIOENERGY CORP,3747.0,2364.0,40.9,-97.54388900000001,1414 COUNTY RD O,YORK,NEBRASKA,68467,YORK,31185.0,"Other,Suppliers of CO2",107368,102429,98976,107460,112700
3376,1.10E+11,GORHAM PAPER & TISSUE LLC,14965.0,6240.0,44.443738,-71.187308,72 CASCADE FLATS,GORHAM,NEW HAMPSHIRE,3581,COOS,33007.0,Pulp and Paper,19282,51411,52009,19501,59598
3378,1.10E+11,INDECK ALEXANDRIA ENERGY CENTER,7171.0,6992.0,43.561322,-71.781728,151 SMITH RIVER RD,ALEXANDRIA,NEW HAMPSHIRE,3222,GRAFTON,33009.0,Power Plants,2093,6252,5764,5457,6008
3383,1.10E+11,ANHEUSER-BUSCH LLC (MERRIMACK BREWERY),4799.0,6410.0,42.82407,-71.485564,221 DANIEL WEBSTER HIGHWAY,MERRIMACK,NEW HAMPSHIRE,30544807,HILLSBOROUGH,33011.0,"Other,Suppliers of CO2",15676,16401,18221,20667,22611
3384,1.10E+11,PSNH MERRIMACK GENERATING STATION,610.0,574.0,43.141182,-71.468714,431 RIVER RD,BOW,NEW HAMPSHIRE,3304,MERRIMACK,33013.0,Power Plants,1098612,1376671,1275517,2026028,2574084
3386,1.10E+11,SCHILLER STATION,1373.0,1479.0,43.097865999999996,-70.783666,400 GOSLING RD,PORTSMOUTH,NEW HAMPSHIRE,38013557,ROCKINGHAM,33015.0,Power Plants,234081,221328,130510,296229,543764
3387,1.10E+11,PUBLIC SERVICE CO OF NEW HAMPSHIRE NEWINGTON STATION,4100.0,2119.0,43.09962,-70.79106,165 GOSLING RD,NEWINGTON,NEW HAMPSHIRE,38013328,ROCKINGHAM,33015.0,Power Plants,128235,85094,65397,120421,204253
3388,1.10E+11,ESSENTIAL POWER NEWINGTON LLC,4396.0,1093.0,43.103487,-70.805243,200 SHATTUCK WAY,NEWINGTON,NEW HAMPSHIRE,3801,ROCKINGHAM,33015.0,Power Plants,414879,290237,860508,1074508,765737
3389,1.10E+11,GEORGIA-PACIFIC GYPSUM LLC NEWINGTON NH,13527.0,4157.0,43.101421,-70.80188000000001,170 SHATTUCK WAY,NEWINGTON,NEW HAMPSHIRE,38017868,ROCKINGHAM,33015.0,Minerals,46987,45220,40728,41860,35955
3390,1.10E+11,NEW NGC INC D/B/A NATIONAL GYPSUM CO,14007.0,5593.0,43.088056,-70.767222,9 MICHAEL J SUCCI DR,PORTSMOUTH,NEW HAMPSHIRE,3802,ROCKINGHAM,33015.0,Minerals,27697,27250,24918,23562,26075
3396,1.10E+11,PSEG FOSSIL LLC BERGEN GENERATING STATION,2422.0,276.0,40.83433,-74.01961999999999,1 VICTORIA TERRACE,RIDGEFIELD,NEW JERSEY,7657,BERGEN,34003.0,Power Plants,2621891,2501612,2472889,2445085,2551270
3401,1.10E+11,NEW NGC INC D/B/A NATIONAL GYPSUM CO,13406.0,5048.0,40.106757,-74.829691,1818 RIVER RD,BURLINGTON,NEW JERSEY,8016,BURLINGTON,34005.0,Minerals,33518,32131,34187,35991,37753
3402,1.10E+11,PSEG POWER/FOSSIL LLC BURLINGTON GENERATING STATION,15007.0,3272.0,40.071444,-74.875889,200 DEVLIN AVE,BURLINGTON,NEW JERSEY,8016,BURLINGTON,34005.0,"Petroleum and Natural Gas Systems,Power Plants",67541,42478,57937,50884,80124
3409,1.10E+11,BL ENGLAND GENERATING STATION,2645.0,1418.0,39.289724,-74.633944,900 N SHORE RD,BEESLEYS POINT,NEW JERSEY,8223,CAPE MAY,34009.0,Power Plants,252306,186769,191603,269694,603884
3412,1.10E+11,CUMBERLAND GENERATING STATION,5090.0,3429.0,39.3754,-74.9654,4001 E MAIN ST,MILLVILLE,NEW JERSEY,8332,CUMBERLAND,34011.0,Power Plants,62699,43631,30623,35190,37289
3413,1.10E+11,ARDAGH GLASS PACKAGING INC,9013.0,3778.0,39.407779999999995,-75.21889,443 S EAST AVE,BRIDGETON,NEW JERSEY,8302,CUMBERLAND,34011.0,Minerals,54149,52953,53546,51819,53787
3422,1.10E+11,ANHEUSER-BUSCH LLC (NEWARK BREWERY),3407.0,5165.0,40.693625,-74.195918,200 US HWY ONE,NEWARK,NEW JERSEY,7114,ESSEX,34013.0,Other,32059,30683,38836,44548,50002
3423,1.10E+11,PUBLIC SERVICE ENTERPRISE GROUP ESSEX GENERATING STATION,14965.0,3568.0,40.736851,-74.118088,155 RAYMOND BLVD,NEWARK,NEW JERSEY,7105,ESSEX,34013.0,Power Plants,59044,23481,48421,92304,155987
3429,1.10E+11,PAULSBORO REFINING CO LLC,502.0,401.0,39.84276,-75.262396,800 BILLINGSPORT RD,PAULSBORO,NEW JERSEY,80661036,GLOUCESTER,34015.0,"Chemicals,Petroleum Product Suppliers,Refineries",1707643,1713391,1681167,1690707,1650759
3430,1.10E+11,LOGAN GENERATING CO LP,2129.0,636.0,39.7914,-75.4081,75 RT 130,SWEDESBORO,NEW JERSEY,80854525,GLOUCESTER,34015.0,Power Plants,967441,708128,703514,925403,1038775
3431,1.10E+11,SOLVAY SPECIALTY POLYMERS USA LLC,3992.0,6453.0,39.845473999999996,-75.209486,10 LEONARD LN,THOROFARE,NEW JERSEY,8086,GLOUCESTER,34015.0,"Industrial Gas Suppliers,Other",14631,14987,17112,19201,17384
3432,1.10E+11,PAULSBORO ASPHALT REFINERY,5429.0,1908.0,39.840932,-75.22620500000001,4 PARADISE RD,PAULSBORO,NEW JERSEY,8066,GLOUCESTER,34015.0,"Petroleum Product Suppliers,Refineries",151642,185445,154172,149354,138899
3439,1.10E+11,PSEG KEARNY GENERATING STATION,2128.0,1269.0,40.7371,-74.0961,118 HACKENSACK AVENUE,KEARNY,NEW JERSEY,70323306,HUDSON,34017.0,Power Plants,317446,205587,90712,49003,94918
3440,1.10E+11,PSEG POWER LLC HUDSON GENERATING STATION,2134.0,755.0,40.74716,-74.073039,DUFFIELD & VAN KEUREN AVE,JERSEY CITY,NEW JERSEY,7306,HUDSON,34017.0,Power Plants,771756,707547,611899,1803834,2187452
